add_on_rule_id,client_id,created_at,id,updated_at
6,40,2024-02-09 09:56:34,22,2024-02-09 09:56:34
6,2,2024-02-09 09:56:34,23,2024-02-09 09:56:34
6,14,2024-02-09 09:56:34,24,2024-02-09 09:56:34
6,13,2024-02-09 09:56:34,25,2024-02-09 09:56:34
6,53,2024-02-09 09:56:34,26,2024-02-09 09:56:34
6,64,2024-02-09 09:56:34,27,2024-02-09 09:56:34
6,11,2024-02-09 09:56:34,28,2024-02-09 09:56:34
6,73,2024-02-09 09:56:34,29,2024-02-09 09:56:34
6,62,2024-02-09 09:56:34,30,2024-02-09 09:56:34
6,35,2024-02-09 09:56:34,31,2024-02-09 09:56:34
6,71,2024-02-09 09:56:34,32,2024-02-09 09:56:34
6,43,2024-02-09 09:56:34,33,2024-02-09 09:56:34
6,27,2024-02-09 09:56:34,34,2024-02-09 09:56:34
6,79,2024-02-09 09:56:34,35,2024-02-09 09:56:34
6,51,2024-02-09 09:56:34,36,2024-02-09 09:56:34
6,32,2024-02-09 09:56:34,37,2024-02-09 09:56:34
6,7,2024-02-09 09:56:34,38,2024-02-09 09:56:34
6,55,2024-02-09 09:56:34,39,2024-02-09 09:56:34
6,80,2024-02-09 09:56:34,40,2024-02-09 09:56:34
6,65,2024-02-09 09:56:34,41,2024-02-09 09:56:34
6,57,2024-02-09 09:56:34,42,2024-02-09 09:56:34
6,54,2024-02-09 09:56:34,43,2024-02-09 09:56:34
6,76,2024-02-09 09:56:34,44,2024-02-09 09:56:34
6,68,2024-02-09 09:56:34,45,2024-02-09 09:56:34
6,25,2024-02-09 09:56:34,46,2024-02-09 09:56:34
6,24,2024-02-09 09:56:34,47,2024-02-09 09:56:34
6,66,2024-02-09 09:56:34,48,2024-02-09 09:56:34
6,18,2024-02-09 09:56:34,49,2024-02-09 09:56:34
6,78,2024-02-09 09:56:34,50,2024-02-09 09:56:34
6,34,2024-02-09 09:56:34,51,2024-02-09 09:56:34
6,20,2024-02-09 09:56:34,52,2024-02-09 09:56:34
6,61,2024-02-09 09:56:34,53,2024-02-09 09:56:34
6,21,2024-02-09 09:56:34,54,2024-02-09 09:56:34
6,49,2024-02-09 09:56:34,55,2024-02-09 09:56:34
6,50,2024-02-09 09:56:34,56,2024-02-09 09:56:34
6,41,2024-02-09 09:56:34,57,2024-02-09 09:56:34
6,38,2024-02-09 09:56:34,58,2024-02-09 09:56:34
6,75,2024-02-09 09:56:34,59,2024-02-09 09:56:34
6,70,2024-02-09 09:56:34,60,2024-02-09 09:56:34
6,36,2024-02-09 09:56:34,61,2024-02-09 09:56:34
6,1,2024-02-09 09:56:34,62,2024-02-09 09:56:34
6,72,2024-02-09 09:56:34,63,2024-02-09 09:56:34
6,6,2024-02-09 09:56:34,64,2024-02-09 09:56:34
6,10,2024-02-09 09:56:34,65,2024-02-09 09:56:34
6,44,2024-02-09 09:56:34,66,2024-02-09 09:56:34
6,74,2024-02-09 09:56:34,67,2024-02-09 09:56:34
6,8,2024-02-09 09:56:34,68,2024-02-09 09:56:34
6,12,2024-02-09 09:56:34,69,2024-02-09 09:56:34
6,81,2024-02-09 09:56:34,70,2024-02-09 09:56:34
6,69,2024-02-09 09:56:34,71,2024-02-09 09:56:34
6,15,2024-02-09 09:56:34,72,2024-02-09 09:56:34
6,46,2024-02-09 09:56:34,73,2024-02-09 09:56:34
6,77,2024-02-09 09:56:34,74,2024-02-09 09:56:34
6,37,2024-02-09 09:56:34,75,2024-02-09 09:56:34
6,23,2024-02-09 09:56:34,76,2024-02-09 09:56:34
6,33,2024-02-09 09:56:34,77,2024-02-09 09:56:34
6,29,2024-02-09 09:56:34,78,2024-02-09 09:56:34
6,42,2024-02-09 09:56:34,79,2024-02-09 09:56:34
6,47,2024-02-09 09:56:34,80,2024-02-09 09:56:34
6,4,2024-02-09 09:56:34,81,2024-02-09 09:56:34
6,31,2024-02-09 09:56:34,82,2024-02-09 09:56:34
6,60,2024-02-09 09:56:34,83,2024-02-09 09:56:34
6,52,2024-02-09 09:56:34,84,2024-02-09 09:56:34
7,40,2024-09-08 14:30:57,337,2024-09-08 14:30:57
7,2,2024-09-08 14:30:57,338,2024-09-08 14:30:57
7,14,2024-09-08 14:30:57,339,2024-09-08 14:30:57
7,13,2024-09-08 14:30:58,340,2024-09-08 14:30:58
7,53,2024-09-08 14:30:58,341,2024-09-08 14:30:58
