id,created_at,updated_at,client_id,add_on_rule_id
22,2024-02-09 09:56:34,2024-02-09 09:56:34,40,6
23,2024-02-09 09:56:34,2024-02-09 09:56:34,2,6
24,2024-02-09 09:56:34,2024-02-09 09:56:34,14,6
25,2024-02-09 09:56:34,2024-02-09 09:56:34,13,6
26,2024-02-09 09:56:34,2024-02-09 09:56:34,53,6
27,2024-02-09 09:56:34,2024-02-09 09:56:34,64,6
28,2024-02-09 09:56:34,2024-02-09 09:56:34,11,6
29,2024-02-09 09:56:34,2024-02-09 09:56:34,73,6
30,2024-02-09 09:56:34,2024-02-09 09:56:34,62,6
31,2024-02-09 09:56:34,2024-02-09 09:56:34,35,6
32,2024-02-09 09:56:34,2024-02-09 09:56:34,71,6
33,2024-02-09 09:56:34,2024-02-09 09:56:34,43,6
34,2024-02-09 09:56:34,2024-02-09 09:56:34,27,6
35,2024-02-09 09:56:34,2024-02-09 09:56:34,79,6
36,2024-02-09 09:56:34,2024-02-09 09:56:34,51,6
37,2024-02-09 09:56:34,2024-02-09 09:56:34,32,6
38,2024-02-09 09:56:34,2024-02-09 09:56:34,7,6
39,2024-02-09 09:56:34,2024-02-09 09:56:34,55,6
40,2024-02-09 09:56:34,2024-02-09 09:56:34,80,6
41,2024-02-09 09:56:34,2024-02-09 09:56:34,65,6
42,2024-02-09 09:56:34,2024-02-09 09:56:34,57,6
43,2024-02-09 09:56:34,2024-02-09 09:56:34,54,6
44,2024-02-09 09:56:34,2024-02-09 09:56:34,76,6
45,2024-02-09 09:56:34,2024-02-09 09:56:34,68,6
46,2024-02-09 09:56:34,2024-02-09 09:56:34,25,6
47,2024-02-09 09:56:34,2024-02-09 09:56:34,24,6
48,2024-02-09 09:56:34,2024-02-09 09:56:34,66,6
49,2024-02-09 09:56:34,2024-02-09 09:56:34,18,6
50,2024-02-09 09:56:34,2024-02-09 09:56:34,78,6
51,2024-02-09 09:56:34,2024-02-09 09:56:34,34,6
52,2024-02-09 09:56:34,2024-02-09 09:56:34,20,6
53,2024-02-09 09:56:34,2024-02-09 09:56:34,61,6
54,2024-02-09 09:56:34,2024-02-09 09:56:34,21,6
55,2024-02-09 09:56:34,2024-02-09 09:56:34,49,6
56,2024-02-09 09:56:34,2024-02-09 09:56:34,50,6
57,2024-02-09 09:56:34,2024-02-09 09:56:34,41,6
58,2024-02-09 09:56:34,2024-02-09 09:56:34,38,6
59,2024-02-09 09:56:34,2024-02-09 09:56:34,75,6
60,2024-02-09 09:56:34,2024-02-09 09:56:34,70,6
61,2024-02-09 09:56:34,2024-02-09 09:56:34,36,6
62,2024-02-09 09:56:34,2024-02-09 09:56:34,1,6
63,2024-02-09 09:56:34,2024-02-09 09:56:34,72,6
64,2024-02-09 09:56:34,2024-02-09 09:56:34,6,6
65,2024-02-09 09:56:34,2024-02-09 09:56:34,10,6
66,2024-02-09 09:56:34,2024-02-09 09:56:34,44,6
67,2024-02-09 09:56:34,2024-02-09 09:56:34,74,6
68,2024-02-09 09:56:34,2024-02-09 09:56:34,8,6
69,2024-02-09 09:56:34,2024-02-09 09:56:34,12,6
70,2024-02-09 09:56:34,2024-02-09 09:56:34,81,6
71,2024-02-09 09:56:34,2024-02-09 09:56:34,69,6
72,2024-02-09 09:56:34,2024-02-09 09:56:34,15,6
73,2024-02-09 09:56:34,2024-02-09 09:56:34,46,6
74,2024-02-09 09:56:34,2024-02-09 09:56:34,77,6
75,2024-02-09 09:56:34,2024-02-09 09:56:34,37,6
76,2024-02-09 09:56:34,2024-02-09 09:56:34,23,6
77,2024-02-09 09:56:34,2024-02-09 09:56:34,33,6
78,2024-02-09 09:56:34,2024-02-09 09:56:34,29,6
79,2024-02-09 09:56:34,2024-02-09 09:56:34,42,6
80,2024-02-09 09:56:34,2024-02-09 09:56:34,47,6
81,2024-02-09 09:56:34,2024-02-09 09:56:34,4,6
82,2024-02-09 09:56:34,2024-02-09 09:56:34,31,6
83,2024-02-09 09:56:34,2024-02-09 09:56:34,60,6
84,2024-02-09 09:56:34,2024-02-09 09:56:34,52,6
337,2024-09-08 14:30:57,2024-09-08 14:30:57,40,7
338,2024-09-08 14:30:57,2024-09-08 14:30:57,2,7
339,2024-09-08 14:30:57,2024-09-08 14:30:57,14,7
340,2024-09-08 14:30:58,2024-09-08 14:30:58,13,7
341,2024-09-08 14:30:58,2024-09-08 14:30:58,53,7
342,2024-09-08 14:30:58,2024-09-08 14:30:58,64,7
343,2024-09-08 14:30:58,2024-09-08 14:30:58,11,7
344,2024-09-08 14:30:58,2024-09-08 14:30:58,73,7
345,2024-09-08 14:30:58,2024-09-08 14:30:58,62,7
346,2024-09-08 14:30:58,2024-09-08 14:30:58,35,7
347,2024-09-08 14:30:58,2024-09-08 14:30:58,71,7
348,2024-09-08 14:30:58,2024-09-08 14:30:58,43,7
349,2024-09-08 14:30:58,2024-09-08 14:30:58,27,7
350,2024-09-08 14:30:58,2024-09-08 14:30:58,79,7
351,2024-09-08 14:30:58,2024-09-08 14:30:58,51,7
352,2024-09-08 14:30:58,2024-09-08 14:30:58,32,7
353,2024-09-08 14:30:58,2024-09-08 14:30:58,7,7
354,2024-09-08 14:30:58,2024-09-08 14:30:58,55,7
355,2024-09-08 14:30:58,2024-09-08 14:30:58,80,7
356,2024-09-08 14:30:58,2024-09-08 14:30:58,65,7
357,2024-09-08 14:30:58,2024-09-08 14:30:58,57,7
358,2024-09-08 14:30:58,2024-09-08 14:30:58,54,7
359,2024-09-08 14:30:58,2024-09-08 14:30:58,76,7
360,2024-09-08 14:30:58,2024-09-08 14:30:58,68,7
361,2024-09-08 14:30:58,2024-09-08 14:30:58,25,7
362,2024-09-08 14:30:58,2024-09-08 14:30:58,24,7
363,2024-09-08 14:30:58,2024-09-08 14:30:58,66,7
364,2024-09-08 14:30:58,2024-09-08 14:30:58,18,7
365,2024-09-08 14:30:58,2024-09-08 14:30:58,78,7
366,2024-09-08 14:30:58,2024-09-08 14:30:58,34,7
367,2024-09-08 14:30:58,2024-09-08 14:30:58,20,7
368,2024-09-08 14:30:58,2024-09-08 14:30:58,61,7
369,2024-09-08 14:30:58,2024-09-08 14:30:58,21,7
370,2024-09-08 14:30:58,2024-09-08 14:30:58,49,7
371,2024-09-08 14:30:58,2024-09-08 14:30:58,50,7
372,2024-09-08 14:30:58,2024-09-08 14:30:58,41,7
373,2024-09-08 14:30:58,2024-09-08 14:30:58,38,7
374,2024-09-08 14:30:58,2024-09-08 14:30:58,75,7
375,2024-09-08 14:30:58,2024-09-08 14:30:58,70,7
376,2024-09-08 14:30:58,2024-09-08 14:30:58,36,7
377,2024-09-08 14:30:58,2024-09-08 14:30:58,1,7
378,2024-09-08 14:30:58,2024-09-08 14:30:58,72,7
379,2024-09-08 14:30:58,2024-09-08 14:30:58,6,7
380,2024-09-08 14:30:58,2024-09-08 14:30:58,10,7
381,2024-09-08 14:30:58,2024-09-08 14:30:58,44,7
382,2024-09-08 14:30:58,2024-09-08 14:30:58,74,7
383,2024-09-08 14:30:58,2024-09-08 14:30:58,8,7
384,2024-09-08 14:30:58,2024-09-08 14:30:58,37,7
385,2024-09-08 14:30:58,2024-09-08 14:30:58,12,7
386,2024-09-08 14:30:58,2024-09-08 14:30:58,81,7
387,2024-09-08 14:30:58,2024-09-08 14:30:58,69,7
388,2024-09-08 14:30:58,2024-09-08 14:30:58,15,7
389,2024-09-08 14:30:58,2024-09-08 14:30:58,46,7
390,2024-09-08 14:30:58,2024-09-08 14:30:58,77,7
391,2024-09-08 14:30:58,2024-09-08 14:30:58,23,7
392,2024-09-08 14:30:58,2024-09-08 14:30:58,33,7
393,2024-09-08 14:30:58,2024-09-08 14:30:58,29,7
394,2024-09-08 14:30:58,2024-09-08 14:30:58,42,7
395,2024-09-08 14:30:58,2024-09-08 14:30:58,47,7
396,2024-09-08 14:30:58,2024-09-08 14:30:58,4,7
397,2024-09-08 14:30:58,2024-09-08 14:30:58,31,7
398,2024-09-08 14:30:58,2024-09-08 14:30:58,60,7
399,2024-09-08 14:30:58,2024-09-08 14:30:58,52,7
400,2024-09-08 16:13:40,2024-09-08 16:13:40,40,8
401,2024-09-08 16:13:40,2024-09-08 16:13:40,2,8
402,2024-09-08 16:13:40,2024-09-08 16:13:40,14,8
403,2024-09-08 16:13:40,2024-09-08 16:13:40,13,8
404,2024-09-08 16:13:40,2024-09-08 16:13:40,53,8
405,2024-09-08 16:13:40,2024-09-08 16:13:40,64,8
406,2024-09-08 16:13:40,2024-09-08 16:13:40,11,8
407,2024-09-08 16:13:40,2024-09-08 16:13:40,73,8
408,2024-09-08 16:13:40,2024-09-08 16:13:40,62,8
409,2024-09-08 16:13:40,2024-09-08 16:13:40,35,8
410,2024-09-08 16:13:40,2024-09-08 16:13:40,71,8
411,2024-09-08 16:13:40,2024-09-08 16:13:40,43,8
412,2024-09-08 16:13:40,2024-09-08 16:13:40,27,8
413,2024-09-08 16:13:40,2024-09-08 16:13:40,79,8
414,2024-09-08 16:13:40,2024-09-08 16:13:40,51,8
415,2024-09-08 16:13:40,2024-09-08 16:13:40,32,8
416,2024-09-08 16:13:40,2024-09-08 16:13:40,7,8
417,2024-09-08 16:13:40,2024-09-08 16:13:40,55,8
418,2024-09-08 16:13:40,2024-09-08 16:13:40,80,8
419,2024-09-08 16:13:40,2024-09-08 16:13:40,65,8
420,2024-09-08 16:13:40,2024-09-08 16:13:40,57,8
421,2024-09-08 16:13:40,2024-09-08 16:13:40,54,8
422,2024-09-08 16:13:40,2024-09-08 16:13:40,76,8
423,2024-09-08 16:13:40,2024-09-08 16:13:40,68,8
424,2024-09-08 16:13:40,2024-09-08 16:13:40,25,8
425,2024-09-08 16:13:40,2024-09-08 16:13:40,24,8
426,2024-09-08 16:13:40,2024-09-08 16:13:40,66,8
427,2024-09-08 16:13:40,2024-09-08 16:13:40,18,8
